env,push,sensor,slip
humanoid,0.5875,462.6161353895413,0.6069349315068493
walker2d,0.49444444444444446,11.713359921416128,0.5382178217821781
ant,1.0980997624703086,12.697381748059419,0.6452987494210283
hopper,0.1,1.6636799081620044,0.41019230769230774
